"Gene"	"ICLE D2 Score Average"	"NST D2 Score Average"	"D2 Effect Size"	"D2 P-value"	"D2 FDR"	"SIMEM Effect Size"	"SIMEM P-value"	"SIMEM FDR"	"Significance"	"Group"	"Group & Significance"	"Consensus Dependency"	"Present in DGI"	"DGI Score"	"Drug"
"EBI3"	-0.232896461791956	-0.14092922836862	-0.0919672334233355	0.19635787342778	0.87028323296438	-0.00747948246586806	0.928991210796611	0.992918542689501	"NS"	""	"4"	"N"	"N"	NA	NA
"CDH17"	0.0370351363327544	0.011400374844651	0.0256347614881034	0.588244700924333	0.955411612799801	0.00396977668397693	0.93599564257362	0.993515937829358	"NS"	""	"4"	"N"	"Y"	0.2808574	"metformin"
"HNRNPA3P1"	0.01313885136669	-0.07193138130135	0.08507023266804	0.190507275543299	0.869992431965738	-0.0266753647964678	0.567419775208453	0.930227411109684	"NS"	""	"4"	"N"	"N"	NA	NA
"ABI2"	-0.1035605441305	-0.0262194496372	-0.0773410944933	0.380257084966946	0.918148081222865	-0.199222517586716	0.20396812435092	0.805361884295236	"NS"	""	"4"	"N"	"N"	NA	NA
"CEBPZ"	-0.666857748297889	-0.5457607511739	-0.121096997123989	0.067099744590176	0.80980673788148	0.0623458225089582	0.316589021856679	0.864865878417408	"NS"	""	"4"	"N"	"N"	NA	NA
"PLXNC1"	-0.186474921441111	-0.203772584548451	0.0172976631073399	0.82972228233651	0.985645688266929	-0.142710213162262	0.0690450272661313	0.674352894977609	"NS"	""	"4"	"N"	"N"	NA	NA
"TRIM28"	-0.0492975105605255	-0.12127151555689	0.0719740049963644	0.309760802933506	0.897172253196301	0.0472617151429401	0.480851216729376	0.918069681813132	"NS"	""	"4"	"N"	"N"	NA	NA
"AASS"	0.0245202960349222	-0.014722448837483	0.0392427448724052	0.618041706644766	0.959436901649942	-0.0380303291475148	0.715631849827613	0.96135496105433	"NS"	""	"4"	"N"	"N"	NA	NA
"PDZK1IP1"	0.0399445458028667	0.13549638549618	-0.0955518396933133	0.202900139115317	0.87028323296438	0.0109269117132043	0.886649735539595	0.985915500617817	"NS"	""	"4"	"N"	"N"	NA	NA
"LPAR6"	0.04840483380447	0.10083536613231	-0.05243053232784	0.446526641998671	0.927131168289747	0.0962374375742833	0.304687293219694	0.858298686006136	"NS"	""	"4"	"N"	"N"	NA	NA
"LPCAT3"	0.155974888302667	0.19659392825664	-0.0406190399539733	0.575969235060035	0.95462346208199	-0.0891758295121119	0.285882873793485	0.85060689104374	"NS"	""	"4"	"N"	"N"	NA	NA
"WASF2"	0.0019089743639	-0.01338898561688	0.01529795998078	0.859031199922916	0.986150133919777	0.13675446032436	0.0223510291823515	0.5673338246494	"NS"	""	"4"	"N"	"N"	NA	NA
"CHST4"	-0.0564073191100778	-0.03271866232203	-0.0236886567880478	0.696618534026751	0.969266115826587	0.0588259548703945	0.551634452200379	0.929228279522921	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC25A13"	-0.0185437868551	-0.0594913912189233	0.0409476043638233	0.438429091385628	0.926656956535753	-0.0207229138320871	0.811083864152393	0.979118156376574	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC25A15"	-0.0399508471797211	0.02805820533247	-0.0680090525121911	0.644690334710523	0.963990377796	-0.0176488619513638	0.862607432795572	0.983861613131326	"NS"	""	"4"	"N"	"N"	NA	NA
"CDK2"	-0.358203704578699	-0.267791098918251	-0.090412605660448	0.367685102457354	0.916588220482269	0.00561059673906171	0.901660832341219	0.989505668299724	"NS"	""	"4"	"N"	"Y"	0.258684447	"ETOPOSIDE"
"DHRS9"	0.0601984747982711	-0.00104503520009	0.0612435099983611	0.339391273574151	0.908373528079711	-0.063704592021024	0.28099410810479	0.848870813472306	"NS"	""	"4"	"N"	"N"	NA	NA
"ZNF256"	-0.151646134779122	-0.204087746018335	0.0524416112392128	0.58612287981739	0.955411612799801	0.0903993611524058	0.527209059964699	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"SORBS3"	-0.00868438383277778	-0.03005792200397	0.0213735381711922	0.79162329024492	0.982463530633502	0.0697834991047517	0.578439891588478	0.930405059422556	"NS"	""	"4"	"N"	"N"	NA	NA
"CNIH1"	-0.193932109423567	-0.11592968670397	-0.0780024227195966	0.422993191787232	0.925861881077451	0.01661716259418	0.905245578747525	0.989505668299724	"NS"	""	"4"	"N"	"N"	NA	NA
"TENM1"	0.129886909165022	0.10489699977497	0.0249899093900522	0.612965454458558	0.958817027912464	-0.034824390227672	0.374940611431171	0.884998641754011	"NS"	""	"4"	"N"	"N"	NA	NA
"RBM7"	-0.0920047086799933	-0.05936124905631	-0.0326434596236833	0.62663200244522	0.96173106627865	0.0364848694412895	0.582024165818922	0.93234336238882	"NS"	""	"4"	"N"	"N"	NA	NA
"RBM6"	-0.0823596229784167	0.1634372152951	-0.245796838273517	0.0117098687434065	0.732270289782147	0.0262453236864282	0.826234512111419	0.980086817845515	"NS"	""	"4"	"N"	"N"	NA	NA
"RBM5"	-0.0126442451435233	-0.12342155682762	0.110777311684097	0.140889675537902	0.838134960567447	-0.012574908182283	0.916473037051833	0.991018046966195	"NS"	""	"4"	"N"	"N"	NA	NA
"LHFPL2"	-0.101340182096356	0.06544330620999	-0.166783488306346	0.110169916087983	0.829161654196083	-0.219867632085142	0.0278905767099695	0.589128856667438	"NS"	""	"4"	"N"	"N"	NA	NA
"TNK2"	-0.0619164290304889	-0.06365491190356	0.00173848287307114	0.984853343915523	0.998916530787919	-0.06142140589016	0.406373865174674	0.896532883376348	"NS"	""	"4"	"N"	"Y"	0.068263951	"ALPELISIB"
"ALYREF"	-1.10239640040078	-0.989887185531	-0.112509214869778	0.332737993123224	0.905294791274001	-0.08634038824656	0.563583899092923	0.929841247504881	"NS"	""	"4"	"N"	"N"	NA	NA
"CDK4"	-0.869631575241644	-0.72249897604058	-0.147132599201064	0.487102519589145	0.935375261169945	-0.0666632445885476	0.573859473233595	0.930405059422556	"NS"	""	"4"	"N"	"Y"	1.63833483	"LAROTRECTINIB"
"TSHZ1"	0.198113335587394	0.094728036966714	0.10338529862068	0.0450864906712053	0.787269611530444	0.033242782865761	0.700576741148241	0.957521804411859	"NS"	""	"4"	"N"	"N"	NA	NA
"ALG3"	0.151455286520487	0.10230840859954	0.0491468779209468	0.520093574489459	0.945863314078056	-0.0669640266257499	0.477519734920274	0.918069681813132	"NS"	""	"4"	"N"	"N"	NA	NA
"PSME3"	-0.148520508630806	-0.01069296242726	-0.137827546203546	0.0844557353320864	0.818951192748257	-0.179092436202125	0.0756006237825891	0.684905919127829	"NS"	""	"4"	"N"	"Y"	0.499830965	"CARFILZOMIB"
"MPHOSPH9"	-0.0131755835974211	-0.07052917371831	0.0573535901208889	0.500650775197097	0.939663603913708	0.115272976989575	0.0640322083801118	0.6721195093179	"NS"	""	"4"	"N"	"N"	NA	NA
"ADAM10"	-0.0650520016789889	-0.0394054237952889	-0.0256465778837	0.828759356114115	0.985645688266929	0.0176185175663969	0.859579634748506	0.983861613131326	"NS"	""	"4"	"N"	"N"	NA	NA
"CDK5"	0.111629672435156	-0.06616407930804	0.177793751743196	0.019798311246036	0.755005434446703	0.125407167899239	0.182453014439726	0.790075256998843	"NS"	""	"4"	"N"	"Y"	0.028658918	"PALBOCICLIB"
"MPHOSPH6"	-0.501635114174521	-0.21589979154117	-0.285735322633351	0.0195993576583673	0.755005434446703	-0.342355375968399	0.000663328140662727	0.279166386056056	"BOTH"	"ILC"	"ILC - BOTH"	"Y"	"N"	NA	NA
"NME6"	-0.0581755832346667	-0.011374794920144	-0.0468007883145227	0.588062376387667	0.955411612799801	-0.0585116202417113	0.391565473221156	0.892461804893895	"NS"	""	"4"	"N"	"N"	NA	NA
"DHRS2"	0.0439059148469889	0.11061212481488	-0.0667062099678911	0.214428442576659	0.87028323296438	-0.12986851125543	0.0525901289261828	0.655690822186901	"NS"	""	"4"	"N"	"N"	NA	NA
"CALCRL"	-0.0457393383852778	-0.13876425345525	0.0930249150699722	0.266218791924238	0.890214301604513	-0.0170577243390711	0.90644553888018	0.989554437742368	"NS"	""	"4"	"N"	"Y"	6.93882987	"abiraterone"
"NUTF2"	-1.492473891328	-1.0248521651017	-0.4676217262263	0.00460722055593872	0.732270289782147	-0.466574128033702	0.0124125607464301	0.523888308867952	"BOTH"	"ILC"	"ILC - BOTH"	"Y"	"N"	NA	NA
"MPZL2"	0.0299614453487667	0.05350932424224	-0.0235478788934733	0.712017158029954	0.972049510315399	-0.0784302061869033	0.159292834215966	0.781795026531191	"NS"	""	"4"	"N"	"N"	NA	NA
"USPL1"	-0.586503155355667	-0.8741136606993	0.287610505343633	0.153361432707534	0.851537589964445	0.0886088010764532	0.484262832772409	0.918557745587947	"NS"	""	"4"	"N"	"N"	NA	NA
"EIF1"	-0.0153482953689889	-0.154185600123617	0.138837304754628	0.103379433140215	0.829161654196083	0.181476392745022	0.0371243209864435	0.621272405059777	"NS"	""	"4"	"N"	"N"	NA	NA
"CDK6"	-0.0653605762831445	-0.04976828030009	-0.0155922959830545	0.87323200442978	0.987667978942265	-0.0138852041427956	0.70857375419895	0.958165004989491	"NS"	""	"4"	"N"	"Y"	3.469414935	"Ribociclib Succinate"
"TOPORS"	-0.0672455690066222	-0.084712760718436	0.0174671917118138	0.843656725950974	0.985645688266929	0.0654537994459441	0.2529486286714	0.835973367810124	"NS"	""	"4"	"N"	"N"	NA	NA
"FLOT1"	-0.141708079758144	-0.12281127361713	-0.0188968061410145	0.790052590277003	0.982463530633502	-0.0324796742089323	0.623473704262264	0.938920533377401	"NS"	""	"4"	"N"	"N"	NA	NA
"DDX39A"	-0.169375415549578	-0.180285329796169	0.0109099142465912	0.887795273253836	0.988958814183337	0.0192653583622029	0.864613974421181	0.983861613131326	"NS"	""	"4"	"N"	"N"	NA	NA
"PSMD14"	-0.677734835749333	-0.8336239912438	0.155889155494467	0.223677110689757	0.870940588563515	0.306515020850055	0.0671207591037886	0.673439203031342	"NS"	""	"4"	"N"	"Y"	0.307588286	"voriconazole"
"SSX3"	-0.00580342076446667	0.018690336686079	-0.0244937574505457	0.734428903135883	0.974885856674524	0.0315709814044565	0.236619654633808	0.830464196918736	"NS"	""	"4"	"N"	"N"	NA	NA
"OLIG2"	-0.00184682115271111	-0.08584448067164	0.0839976595189289	0.314434814367366	0.898369739858339	-0.348688533672966	0.0225074771849539	0.5673338246494	"NS"	""	"4"	"N"	"N"	NA	NA
"CTDSPL"	0.0574361593417444	0.016799934241	0.0406362251007444	0.521672184782961	0.946831188254202	-0.0100897076042867	0.827039451918343	0.980086817845515	"NS"	""	"4"	"N"	"N"	NA	NA
"KLRG1"	-4.52826260177745e-05	0.013506073264488	-0.0135513558905058	0.830486349696853	0.985645688266929	0.00317202588898991	0.953187521370293	0.996342051503294	"NS"	""	"4"	"N"	"N"	NA	NA
"CDK7"	-0.226873920910979	-0.103709248357978	-0.123164672553001	0.171395836577006	0.859204007516764	-0.0528267874597036	0.722807639421756	0.962045449053035	"NS"	""	"4"	"N"	"Y"	0.049150045	"ACITRETIN"
"GDF11"	0.0495791311484444	-0.0275047799362	0.0770839110846444	0.509085868424119	0.943320955642273	0.151624740075455	0.134947739212492	0.76379449069862	"NS"	""	"4"	"N"	"N"	NA	NA
"TRIB1"	-0.342634362176778	-0.15806978585141	-0.184564576325368	0.0703222091878119	0.80980673788148	0.0459239301590735	0.628412081342605	0.939696900539112	"NS"	""	"4"	"N"	"N"	NA	NA
"GPA33"	0.0121110923065444	0.051517226252133	-0.0394061339455885	0.492674266569718	0.936849000837185	0.142719779866061	0.0370834555588505	0.621272405059777	"NS"	""	"4"	"N"	"N"	NA	NA
"ZNF443"	0.100156461615222	0.10728492825694	-0.00712846664171778	0.905067920867141	0.99143711365444	0.138267831014915	0.0442925334878212	0.638548663780826	"NS"	""	"4"	"N"	"N"	NA	NA
"CD96"	0.0898645783610111	0.03461377586313	0.0552508024978811	0.591848584538369	0.95658280253799	0.0610631554477306	0.540928432302651	0.928374551013441	"NS"	""	"4"	"N"	"Y"	1.734707468	"capecitabine"
"PLIN3"	-0.109032796070856	-0.08838168932356	-0.0206511067472955	0.845351660984839	0.985825139172247	-0.111570936755406	0.393970359952361	0.893247815591387	"NS"	""	"4"	"N"	"Y"	29.49002695	"IDURSULFASE"
"STX6"	-0.00785574456593222	-0.0326203175624669	0.0247645729965347	0.770444508006647	0.979027805521663	0.0982222396614743	0.459673981427152	0.913612695843074	"NS"	""	"4"	"N"	"N"	NA	NA
"RASGRP2"	-0.0222104528559833	-0.01775685927223	-0.00445359358375333	0.950842882506118	0.994600750128198	-0.0209397811473077	0.796035944358224	0.976076705269011	"NS"	""	"4"	"N"	"N"	NA	NA
"HNRNPR"	-0.138381188428789	-0.062485854648839	-0.0758953337799499	0.223609831092846	0.870940588563515	-0.0682558065899856	0.201776328775434	0.804954775859125	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC35B1"	0.0231230724699556	0.064001679861719	-0.0408786073917634	0.395194971262999	0.923324851791218	0.0327367337292254	0.291265772673821	0.851281404334977	"NS"	""	"4"	"N"	"N"	NA	NA
"DCAF7"	-0.187972081501533	-0.3037247473566	0.115752665855067	0.173475910662011	0.859888499797547	0.0345152354181848	0.558806330133482	0.929561934857979	"NS"	""	"4"	"N"	"N"	NA	NA
"AP3S2"	0.147600302341263	0.12583101170096	0.0217692906403033	0.760267917644246	0.978392530323928	-0.0688193862348386	0.558100891860391	0.929561934857979	"NS"	""	"4"	"N"	"N"	NA	NA
"CDK8"	-0.459938095256544	-0.17180518200117	-0.288132913255374	0.0283271178467529	0.764943749632032	-0.0658297627869294	0.732432255278806	0.963109658772368	"NS"	""	"4"	"N"	"Y"	0.030718778	"CARPHENAZINE"
"MRPS31"	-0.376290306358889	-0.46487543404602	0.0885851276871311	0.368825021607541	0.916588220482269	-0.0130895640996724	0.920528968963347	0.991599163703441	"NS"	""	"4"	"N"	"N"	NA	NA
"CALCOCO2"	-0.170971510292178	-0.146635132439029	-0.0243363778531488	0.83092863699189	0.985645688266929	0.0682223193172064	0.40335138947941	0.896126527270415	"NS"	""	"4"	"N"	"N"	NA	NA
"GPHN"	-0.159882799989001	0.139477868931579	-0.29936066892058	0.044565497949984	0.787269611530444	0.0524498144212892	0.518061353696729	0.925814443139059	"NS"	""	"4"	"N"	"N"	NA	NA
"RABEPK"	-0.0935018153196111	-0.036644774587517	-0.0568570407320941	0.513299192437985	0.94534777874058	0.040494051128698	0.501028314910452	0.92100387459361	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC17A2"	-0.1197564534329	-0.19165493010428	0.07189847667138	0.554548769160448	0.952855297502499	0.0080242728695651	0.897708040505293	0.988749882275266	"NS"	""	"4"	"N"	"N"	NA	NA
"POP7"	-0.00189326926256668	-0.06940304338159	0.0675097741190233	0.537370102635621	0.947687996579491	-0.00313476008542248	0.961561725454533	0.996898186998888	"NS"	""	"4"	"N"	"N"	NA	NA
"GLYAT"	0.0546923217046889	0.060811181341603	-0.00611885963691411	0.928114582676389	0.992040377519976	0.114721451532028	0.168306492717867	0.787333599308677	"NS"	""	"4"	"N"	"N"	NA	NA
"CDK9"	-0.181053836956548	-0.25937268980382	0.0783188528472723	0.352218687615496	0.912135716239375	0.0116501808963165	0.815859713170291	0.979643476111129	"NS"	""	"4"	"N"	"Y"	0.048146983	"GLEEVEC"
"SRRM1"	-0.525864379536844	-0.4238925385438	-0.101971840993044	0.365560774325215	0.916523219216286	0.00339539719078962	0.983504695575995	0.999144264750926	"NS"	""	"4"	"N"	"N"	NA	NA
"SPRY1"	-0.0840214780520111	-0.33029328485357	0.246271806801559	0.00126428193453429	0.732270289782147	-0.0219008791789687	0.870489197782553	0.984425440320259	"NS"	""	"4"	"N"	"N"	NA	NA
"SPRY2"	-0.140768554329067	-0.0246720895049977	-0.116096464824069	0.142704042265076	0.840672585596953	-0.0846410487494549	0.419843322388255	0.899345346992142	"NS"	""	"4"	"N"	"N"	NA	NA
"STAM2"	-0.1313388650344	0.00324315223577	-0.13458201727017	0.13098269111656	0.832515964681668	-0.0676362360782037	0.530796275287229	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"ABCC4"	-0.0345270525732667	-0.127330528841765	0.0928034762684983	0.396973168840687	0.924181841506229	0.0265590572472769	0.810228556292608	0.979118156376574	"NS"	""	"4"	"N"	"Y"	2.949002695	"DUTETRABENAZINE"
"CDKN1A"	0.0643281805954333	0.076146385121971	-0.0118182045265377	0.861754178999201	0.986300347758393	-0.0183040213044895	0.780162755393248	0.97246723113596	"NS"	""	"4"	"N"	"Y"	1.268388256	"EGCG"
"IGSF6"	-0.278282445309756	-0.05047423351846	-0.227808211791296	0.0630333245982885	0.809321900953788	0.114723032378992	0.467904914084417	0.91530403512131	"NS"	""	"4"	"N"	"N"	NA	NA
"SF3B4"	-0.564893943373778	-0.5245972398852	-0.0402967034885777	0.759133868410406	0.978392530323928	0.180536529030666	0.138424115461458	0.765686736678634	"NS"	""	"4"	"N"	"N"	NA	NA
"CDK2AP2"	-0.158502607538294	-0.143735002964452	-0.0147676045738424	0.879097006080643	0.988132350433782	0.0367374927511925	0.816313193109743	0.979643476111129	"NS"	""	"4"	"N"	"N"	NA	NA
"IRX5"	-0.172414652818711	-0.24609053931073	0.0736758864920189	0.287338673319486	0.891393237112007	0.0891273817987911	0.0366216670434961	0.621272405059777	"NS"	""	"4"	"N"	"N"	NA	NA
"RAMP2"	-0.113183101582311	-0.0971892673867	-0.0159938341956111	0.847725445987506	0.985825139172247	0.194000727365466	0.0562373618740215	0.658943571967574	"NS"	""	"4"	"N"	"Y"	9.830008983	"VOXELOTOR"
"RAMP1"	0.0220758817044289	-0.08477553379026	0.106851415494689	0.240638655890651	0.879876094735999	-0.244864578932088	0.35113583699428	0.879316328318536	"NS"	""	"4"	"N"	"Y"	4.915004491	"LEVOKETOCONAZOLE"
"RAMP3"	0.119111083953	0.15303595051489	-0.03392486656189	0.623224317270072	0.960886869718644	0.0171383796489644	0.784818890656069	0.974158142496136	"NS"	""	"4"	"N"	"Y"	6.553339322	"PHYTOSTEROLS"
"ZMPSTE24"	-0.08324570277086	-0.11605538213803	0.03280967936717	0.72405315338387	0.973104026692492	-0.0271535936293218	0.735156519929442	0.963764287874749	"NS"	""	"4"	"N"	"Y"	9.830008983	"VOXELOTOR"
"CDKN1B"	0.109690010496022	0.09359413757203	0.0160958729239922	0.85281146580021	0.986046494802004	-0.00394206123480161	0.965164632791606	0.997163557571197	"NS"	""	"4"	"N"	"Y"	1.156471645	"LEE011"
"FSTL3"	-0.0385405983537644	0.04539718920817	-0.0839377875619344	0.108883900200933	0.829161654196083	-0.151530168895124	0.202717800329415	0.805361884295236	"NS"	""	"4"	"N"	"N"	NA	NA
"STUB1"	-0.00316079595527777	-0.04826201029874	0.0451012143434622	0.571327245763485	0.953559394430968	-0.172438052039449	0.0706207874158879	0.674352894977609	"NS"	""	"4"	"N"	"N"	NA	NA
"STAG1"	-0.0415935223030222	0.0345598575953418	-0.076153379898364	0.426591218070969	0.925861881077451	0.0315424847752795	0.70136247822886	0.957521804411859	"NS"	""	"4"	"N"	"N"	NA	NA
"NET1"	-0.0281322482877889	0.0342453438761878	-0.0623775921639767	0.540760281539256	0.948264572651012	0.100892262687591	0.0992321514598326	0.715812728209273	"NS"	""	"4"	"N"	"N"	NA	NA
"UBE4B"	-0.447285330806667	-0.3839862779226	-0.0632990528840667	0.597921324268417	0.957736730581096	-0.0248956467928737	0.830789330234798	0.981357404519532	"NS"	""	"4"	"N"	"N"	NA	NA
"PRSS16"	-0.490635169010333	-0.3960725149247	-0.0945626540856332	0.328716118765082	0.902510134793478	-0.00734108886369695	0.912387297772448	0.990662014671465	"NS"	""	"4"	"N"	"N"	NA	NA
"CDKN1C"	0.0424998404859778	0.065047219922004	-0.0225473794360262	0.750304591393138	0.975468054687778	-0.0768194244674381	0.0777135660294573	0.690301116584452	"NS"	""	"4"	"N"	"N"	NA	NA
"SIGMAR1"	0.0595594459358689	-0.0873984987295741	0.146957944665443	0.0265001236057824	0.764943749632032	0.00483951910203948	0.932806222167385	0.993411686281113	"NS"	""	"4"	"N"	"Y"	3.932003593	"adalimumab"
"DSCR4"	0.0466471225791673	0.12891727985354	-0.0822701572743726	0.275589932332472	0.890333861656335	-0.0382443390532772	0.443386802397559	0.909436396554296	"NS"	""	"4"	"N"	"N"	NA	NA
"BET1"	-0.132051623813478	-0.0724848590026	-0.0595667648108778	0.467745552057197	0.930969222444946	0.0142858774378324	0.84307645864857	0.981362988133405	"NS"	""	"4"	"N"	"N"	NA	NA
"CWC27"	-0.2262743022965	-0.16449159573834	-0.06178270655816	0.405128075655887	0.924181841506229	-0.0564646658678673	0.565220533339155	0.929841247504881	"NS"	""	"4"	"N"	"N"	NA	NA
"SAP18"	-0.577863439148144	-0.40593676093226	-0.171926678215884	0.291780993962605	0.891393237112007	-0.2964558154266	0.0853141835116686	0.698930991727963	"NS"	""	"4"	"N"	"N"	NA	NA
"SMNDC1"	-0.442537734004444	-0.5525305793144	0.109992845309956	0.285188009655173	0.891393237112007	-0.00425222608104464	0.955315852482631	0.996617413360875	"NS"	""	"4"	"N"	"N"	NA	NA
"BCAS2"	-0.108293974208867	-0.107330156820164	-0.000963817388702687	0.989557634849017	0.998916530787919	0.089305895159926	0.404784726921379	0.896126527270415	"NS"	""	"4"	"N"	"N"	NA	NA
"LILRB2"	0.0536264366895556	0.05059129499334	0.00303514169621556	0.971442073674565	0.99730934359848	-0.0190433120758405	0.866238137592161	0.984042895627405	"NS"	""	"4"	"N"	"N"	NA	NA
"EIF1B"	-0.0476718106940111	-0.08484820605389	0.0371763953598789	0.575103084953132	0.954553266279246	-0.111119260136482	0.101870635674022	0.717256070079075	"NS"	""	"4"	"N"	"N"	NA	NA
"CDKN2A"	0.223765847448967	0.05339297661334	0.170372870835627	0.0522702889593358	0.793973172139943	-0.129093743084935	0.373200400496935	0.884998641754011	"NS"	""	"4"	"N"	"Y"	0.952909034	"PD 0332991"
"SPEG"	0.0639937410149256	0.13653531902918	-0.0725415780142544	0.229840182245799	0.873974598831542	-0.175986028080791	0.00577226621241266	0.450231106901562	"NS"	""	"4"	"N"	"N"	NA	NA
"SF3A1"	-1.03928069666811	-1.0859297157733	0.0466490191051887	0.739046197479623	0.974885856674524	0.119405689484453	0.683453789328238	0.951992011149985	"NS"	""	"4"	"N"	"N"	NA	NA
"TRAIP"	-0.163719683409682	-0.117827482091447	-0.0458922013182352	0.607936349821115	0.957753294410769	-0.191722550243943	0.0208642582402787	0.5673338246494	"NS"	""	"4"	"N"	"N"	NA	NA
"DNAJA2"	-0.00308653558048111	-0.24203074678833	0.238944211207849	0.0127313460904074	0.732270289782147	0.0847190500125583	0.424624582871982	0.900518172511061	"NS"	""	"4"	"N"	"N"	NA	NA
"BCKDK"	-0.288211379459144	-0.16715041442352	-0.121060965035624	0.132132584214752	0.832515964681668	-0.29602919665407	0.160699208705842	0.783458029667114	"NS"	""	"4"	"N"	"N"	NA	NA
